id,x,y,deg
182_127,s12.518614,s5.012401,s398.27039
182_128,s12.295465,s8.510535,s71.901806
182_129,s9.174115,s8.42802,s253.063919
182_130,s13.091922,s12.545929,s-338.055082
182_131,s13.82149,s5.079217,s-16.190383
182_132,s13.287254,s10.130858,s-24.027553
182_133,s15.046322,s11.126181,s164.993383
182_134,s13.01251,s6.473623,s-38.873813
182_135,s14.773388,s8.219636,s-4.390854
182_136,s15.535737,s10.215679,s-196.534407
182_137,s14.494784,s6.234265,s81.842199
182_138,s14.345041,s7.904956,s-121.15867
182_139,s15.532345,s7.558518,s-26.711557
182_140,s3.84455,s8.65461,s355.389199
182_141,s4.49372,s10.406803,s119.433264
182_142,s5.118923,s6.435464,s451.358369
182_143,s3.775043,s10.419327,s14.676734
182_144,s5.649608,s7.257309,s398.680839
182_145,s5.003002,s7.04538,s433.122282
182_146,s6.952362,s6.252989,s-26.855238
182_147,s6.24542,s10.446727,s-0.324786
182_148,s8.90446,s7.16718,s61.639129
182_149,s10.075106,s10.385707,s33.144786
182_150,s9.473974,s12.673334,s5.606014
182_151,s5.654924,s8.463979,s286.470178
182_152,s12.333589,s11.643737,s231.762751
182_153,s11.412979,s6.626555,s49.277356
182_154,s9.865213,s9.763268,s246.580634
182_155,s11.014551,s9.611791,s-95.659707
182_156,s11.797241,s13.521884,s59.642544
182_157,s13.324448,s8.559217,s-88.578408
182_158,s13.046274,s7.209057,s374.820203
182_159,s15.096066,s11.996841,s-526.150407
182_160,s8.2503,s9.972243,s197.176975
182_161,s12.884548,s13.548089,s283.562012
182_162,s15.916188,s9.4838,s475.616661
182_163,s14.238726,s11.435229,s-8.987587
182_164,s16.045541,s10.956532,s467.462178
182_165,s13.507085,s9.190094,s-72.295025
182_166,s12.995943,s9.362841,s103.928445
182_167,s14.681121,s12.991248,s-120.388379
182_168,s4.326523,s11.481625,s89.901738
182_169,s4.164983,s13.572796,s657.281714
182_170,s4.354436,s12.397742,s-252.421436
182_171,s5.12705,s8.14075,s4.860489
182_172,s5.213842,s9.886464,s-100.648695
182_173,s4.605099,s8.681932,s355.425136
182_174,s8.758857,s10.348984,s-71.484789
182_175,s6.994561,s11.877811,s106.758752
182_176,s8.432617,s12.433106,s-334.714321
182_177,s5.316426,s10.828544,s-4.78845
182_178,s6.114853,s12.896101,s-17.400298
182_179,s6.437309,s9.121555,s-153.420463
182_180,s10.537461,s10.086694,s-85.730816
182_181,s10.358827,s9.10278,s466.634308
183_0,s3.656905,s1.465601,s-26.532425
183_1,s4.35318,s2.137359,s156.627577
183_2,s4.352872,s2.908121,s-5.990307
183_3,s4.590556,s1.468426,s113.153418
183_4,s5.734895,s1.453396,s-14.539417
183_5,s6.6656,s2.587766,s147.642151
183_6,s7.3864,s4.47979,s-211.928666
183_7,s6.408814,s1.647248,s-37.246989
183_8,s7.161822,s1.818708,s367.523895
183_9,s8.581877,s1.923508,s301.092995
183_10,s8.147761,s3.135077,s-176.203817
183_11,s7.726472,s1.518285,s93.382103
183_12,s8.424345,s1.492219,s53.366213
183_13,s9.141047,s1.645012,s123.667519
183_14,s9.599739,s1.545736,s-47.250909
183_15,s10.350261,s1.652689,s1.141888
183_16,s10.971507,s1.523691,s108.977227
183_17,s11.1149,s2.82424,s244.073271
183_18,s12.327425,s2.044653,s-329.313523
183_19,s11.534257,s3.241695,s348.276917
183_20,s12.279769,s1.642722,s92.706246
183_21,s12.918013,s1.916013,s139.464545
183_22,s13.57505,s1.569753,s121.601831
183_23,s13.988483,s1.586524,s239.540006
183_24,s14.814643,s1.575608,s-53.183622
183_25,s15.196795,s2.328274,s77.296613
183_26,s15.448134,s1.491646,s-110.192121
183_27,s15.813079,s2.041447,s204.627019
183_28,s3.605157,s2.300489,s296.974711
183_29,s3.8795,s2.832054,s42.13956
183_30,s4.929579,s2.746232,s118.137675
183_31,s4.965589,s1.445544,s-47.202296
183_32,s5.112683,s2.191286,s133.047111
183_33,s6.361856,s3.408375,s-143.421195
183_34,s5.861976,s3.034702,s122.923213
183_35,s7.993315,s4.946643,s-80.26495
183_36,s8.286916,s4.198848,s58.667177
183_37,s7.278537,s2.758728,s27.631828
183_38,s8.452847,s5.550781,s347.393078
183_39,s9.104639,s3.491048,s139.047956
183_40,s8.65093,s2.53536,s-40.295043
183_41,s11.196776,s2.094069,s49.571717
183_42,s11.227113,s4.743029,s188.731212
183_43,s10.450352,s2.656102,s0.463419
183_44,s11.789292,s2.187529,s132.85497
183_45,s10.757741,s3.281049,s-56.148118
183_46,s12.484043,s3.013789,s85.344245
183_47,s13.462141,s3.85971,s26.638482
183_48,s12.928101,s2.67818,s-152.757296
183_49,s13.64389,s2.243762,s-18.459494
183_50,s14.613476,s1.974764,s84.350449
183_51,s14.93887,s2.788226,s-12.393355
183_52,s15.597517,s3.517075,s38.125069
183_53,s15.85033,s2.382181,s41.354941
183_54,s15.843632,s4.774934,s184.722586
183_55,s15.784522,s2.972359,s-24.856811
183_56,s3.626491,s4.67072,s-76.669683
183_57,s3.886912,s3.614056,s18.383285
183_58,s4.803151,s3.216761,s-75.30579
183_59,s5.343476,s4.222771,s314.249302
183_60,s5.484116,s3.771389,s105.382163
183_61,s5.636915,s2.326779,s289.543619
183_62,s5.600917,s5.032038,s-43.287865
183_63,s6.30206,s3.967684,s294.927367
183_64,s7.232326,s3.673813,s204.600949
183_65,s7.799592,s2.407808,s4.728176
183_66,s7.99766,s7.135845,s-137.017993
183_67,s7.856015,s3.760499,s-100.114178
183_68,s9.286496,s3.952036,s-132.729433
183_69,s9.49295,s2.598961,s230.324207
183_70,s9.996266,s3.180658,s-18.111171
183_71,s11.096577,s3.964392,s83.161959
183_72,s10.964995,s6.218879,s-116.166525
183_73,s11.972491,s3.773809,s-55.615988
183_74,s12.762018,s3.49485,s-1.248848
183_75,s13.928566,s6.568098,s148.149238
183_76,s13.304189,s6.597547,s-223.713609
183_77,s13.233374,s3.166611,s260.59009
183_78,s14.266531,s2.619648,s10.141584
183_79,s14.992248,s8.80142,s55.860166
183_80,s14.896661,s3.625343,s-0.557383
183_81,s14.401665,s4.366271,s84.28614
183_82,s15.391767,s5.051347,s-9.775331
183_83,s15.848878,s6.11366,s194.100306
183_84,s3.929207,s5.956108,s163.699998
183_85,s4.492529,s3.925695,s46.484022
183_86,s4.177758,s5.234214,s289.793411
183_87,s5.165196,s4.967963,s-231.185876
183_88,s6.00077,s6.119152,s101.952215
183_89,s5.357016,s5.496144,s71.096183
183_90,s6.207963,s5.004974,s170.913633
183_91,s6.372851,s5.290206,s10.862772
183_92,s7.6515,s7.433194,s361.916365
183_93,s7.708549,s5.65719,s-361.525054
183_94,s8.729103,s4.031996,s-46.121478
183_95,s9.0379,s6.644765,s-112.09133
183_96,s10.059264,s4.76615,s168.436615
183_97,s10.247519,s5.354862,s21.726873
183_98,s11.761169,s5.251357,s195.333015
183_99,s11.991576,s5.954157,s280.677886
183_100,s12.727994,s4.566288,s27.27095
183_101,s12.339232,s6.788477,s128.995047
183_102,s12.662294,s5.348985,s313.646334
183_103,s14.319299,s3.762608,s-259.37081
183_104,s13.559338,s7.568576,s353.411088
183_105,s13.099329,s8.002622,s-223.195262
183_106,s13.660587,s4.880786,s84.885848
183_107,s15.447717,s7.516035,s180.85581
183_108,s14.218812,s4.913103,s38.664451
183_109,s14.790136,s4.754372,s2.760604
183_110,s14.935056,s5.723228,s387.891136
183_111,s14.439663,s5.488446,s62.64614
183_112,s4.296764,s8.49825,s-6.04847
183_113,s3.613136,s8.101391,s264.524683
183_114,s3.700172,s7.020804,s-175.659819
183_115,s5.076317,s6.119011,s110.279571
183_116,s5.77479,s10.328471,s28.040046
183_117,s5.139633,s8.976232,s-34.098644
183_118,s6.894693,s9.942996,s60.967862
183_119,s7.199757,s7.094516,s32.40536
183_120,s7.009054,s4.988699,s-89.020595
183_121,s6.724057,s6.233891,s176.425434
183_122,s8.2614,s8.045992,s291.379794
183_123,s10.199858,s6.858052,s96.603287
183_124,s8.828308,s5.170185,s-97.576233
183_125,s9.512571,s6.008515,s574.949401
183_126,s10.893055,s8.107723,s-27.836665
183_127,s13.276318,s7.269626,s493.949377
183_128,s10.709364,s4.628891,s-226.034135
183_129,s11.08783,s5.303274,s-53.70257
183_130,s9.611126,s9.020005,s353.804704
183_131,s13.678586,s8.918053,s-210.281124
183_132,s14.347729,s7.149649,s-261.138119
183_133,s10.241383,s9.018467,s33.672663
183_134,s14.099958,s10.644632,s-325.248837
183_135,s15.412089,s6.08574,s370.388974
183_136,s12.642217,s9.252285,s488.328272
183_137,s15.170282,s7.940809,s113.332768
183_138,s14.462119,s8.405864,s-189.910836
183_139,s15.832394,s6.930644,s201.39665
183_140,s5.691432,s8.315654,s263.481115
183_141,s7.733491,s13.392049,s173.710929
183_142,s4.667482,s6.575215,s39.929109
183_143,s6.948957,s10.815277,s68.919571
183_144,s5.851874,s6.688133,s378.910093
183_145,s5.137155,s8.058706,s-153.073178
183_146,s6.186653,s7.494457,s201.870389
183_147,s8.729175,s7.040157,s21.874005
183_148,s7.487561,s10.721055,s582.270153
183_149,s7.842168,s9.418291,s14.697746
183_150,s7.159466,s8.073661,s332.09406
183_151,s8.489019,s10.509176,s-333.73373
183_152,s10.208146,s8.278445,s300.35657
183_153,s10.874651,s6.766422,s141.000152
183_154,s8.712838,s9.309056,s-48.387941
183_155,s13.124465,s9.864288,s199.527679
183_156,s15.365563,s9.734406,s43.787626
183_157,s8.566511,s8.70009,s-95.961178
183_158,s10.986878,s10.378984,s-0.462816
183_159,s15.315801,s10.803367,s105.293034
183_160,s12.359088,s9.744101,s-37.650422
183_161,s14.921328,s6.724326,s-253.148615
183_162,s15.63367,s12.53614,s-1.445565
183_163,s15.707727,s9.270684,s148.027826
183_164,s13.084994,s10.456183,s662.259402
183_165,s15.771419,s11.259362,s1.012494
183_166,s12.764346,s11.218229,s170.829552
183_167,s15.764082,s8.290477,s-20.039177
183_168,s3.697404,s12.044281,s-6.598952
183_169,s3.77736,s10.595358,s354.081844
183_170,s4.480638,s11.611981,s-328.79266
183_171,s4.24244,s10.26592,s-22.929232
183_172,s4.389534,s13.374467,s-320.576408
183_173,s4.972784,s11.096365,s331.111222
183_174,s4.808997,s13.318719,s-74.866658
183_175,s7.665038,s11.376359,s13.501721
183_176,s8.163884,s11.913728,s-107.325752
183_177,s9.648179,s13.23523,s-170.955176
183_178,s9.823313,s7.705369,s-185.280668
183_179,s12.558435,s8.546828,s145.271643
183_180,s10.494188,s10.917287,s449.937926
183_181,s6.292289,s8.7551,s-137.805465
183_182,s10.474127,s11.742255,s-378.803626
184_0,s3.76656,s1.525187,s2.850132
184_1,s5.606398,s2.394262,s241.979163
184_2,s4.368726,s1.509783,s-37.082594
184_3,s5.036307,s1.609063,s329.578651
184_4,s4.925448,s2.237645,s11.024142
184_5,s5.626678,s1.715978,s242.804948
184_6,s6.801278,s1.878678,s97.625799
184_7,s7.635546,s1.76425,s261.425647
184_8,s7.932359,s2.230955,s-42.156871
184_9,s8.868621,s1.731068,s74.841502
184_10,s8.983891,s2.219469,s-95.780827
184_11,s10.671863,s4.617088,s499.597137
184_12,s9.478804,s1.665123,s114.632681
184_13,s10.700169,s1.827874,s234.103781
184_14,s9.548715,s2.898019,s32.237094
184_15,s11.065053,s2.495136,s59.965189
184_16,s10.021912,s3.822695,s-281.233103
184_17,s10.4011,s3.09529,s71.796544
184_18,s12.51842,s2.920987,s20.911309
184_19,s12.351748,s2.158175,s135.302199
184_20,s13.401465,s2.167525,s77.177715
184_21,s12.176266,s4.545598,s43.312664
184_22,s12.772691,s1.62752,s-110.287412
184_23,s13.679205,s1.700175,s336.234568
184_24,s14.425306,s1.562425,s14.256514
184_25,s15.375769,s2.946587,s184.469414
184_26,s14.913401,s1.642333,s-49.42439
184_27,s15.597982,s1.666527,s247.814629
184_28,s4.219526,s2.031747,s360.530192
184_29,s4.022721,s3.616393,s-58.472686
184_30,s4.386609,s3.297702,s196.612859
184_31,s5.149061,s3.623659,s140.742832
184_32,s5.21766,s2.718803,s300.022184
184_33,s5.643195,s3.584621,s-50.242776
184_34,s6.328932,s4.155683,s255.249307
184_35,s7.339457,s2.121828,s-26.573919
184_36,s6.908997,s2.931879,s170.815398
184_37,s7.756645,s4.690546,s-178.652224
184_38,s8.488995,s4.298669,s287.716096
184_39,s9.859011,s1.808695,s-127.985074
184_40,s8.690303,s3.119236,s218.615438
184_41,s8.309368,s3.767393,s90.369718
184_42,s10.114666,s2.367498,s16.42447
184_43,s11.616996,s1.854749,s12.74741
184_44,s13.115513,s6.61294,s432.707393
184_45,s11.507784,s4.723866,s137.463695
184_46,s11.44099,s3.120645,s101.031981
184_47,s12.979397,s2.623629,s-28.980426
184_48,s12.485145,s3.960731,s-8.79046
184_49,s12.860778,s3.573846,s-103.204276
184_50,s14.950133,s2.379755,s45.144812
184_51,s15.824394,s4.896377,s-206.473637
184_52,s14.972425,s3.196995,s0.565765
184_53,s15.685154,s3.203778,s-42.219196
184_54,s15.801184,s2.342025,s202.518194
184_55,s16.011365,s2.713785,s-26.077507
184_56,s3.781512,s3.123907,s17.683536
184_57,s3.679922,s2.411662,s316.916182
184_58,s3.766489,s3.953233,s-10.240246
184_59,s4.708848,s4.24697,s39.795715
184_60,s5.218914,s5.549956,s-116.083285
184_61,s6.360532,s3.42373,s252.820513
184_62,s6.173564,s2.874788,s-139.474885
184_63,s8.24366,s7.025351,s179.447649
184_64,s7.320602,s5.615142,s134.67393
184_65,s8.26126,s2.974753,s36.706222
184_66,s7.271419,s5.050059,s-185.186188
184_67,s9.006525,s3.947077,s522.04118
184_68,s10.273526,s8.092859,s-250.221034
184_69,s10.789598,s3.558285,s363.221495
184_70,s11.185632,s5.215409,s96.010673
184_71,s10.367307,s5.886019,s57.605347
184_72,s11.930993,s2.55314,s-4.238002
184_73,s11.766704,s3.512249,s9.299999
184_74,s12.886306,s5.952638,s247.892575
184_75,s14.918023,s5.493712,s248.896315
184_76,s14.01196,s4.707167,s-54.509241
184_77,s13.425435,s4.39974,s-24.076593
184_78,s14.498304,s4.13444,s-160.489103
184_79,s14.158849,s2.732721,s95.634113
184_80,s14.268047,s3.12815,s7.362883
184_81,s15.303208,s3.72329,s317.08568
184_82,s14.825981,s4.797394,s225.808656
184_83,s16.111388,s4.081475,s136.491291
184_84,s5.274165,s4.632999,s82.572576
184_85,s4.450432,s5.475193,s-116.669601
184_86,s5.721733,s6.513417,s-1.687029
184_87,s6.396354,s4.983257,s36.399522
184_88,s6.802095,s7.464767,s128.544783
184_89,s5.938084,s4.735507,s147.200267
184_90,s6.661716,s8.46458,s305.306157
184_91,s6.671078,s6.598606,s253.605882
184_92,s8.799752,s5.766133,s0.101823
184_93,s7.833188,s6.089639,s-191.506949
184_94,s7.403231,s3.096072,s15.049677
184_95,s9.592779,s6.365946,s-0.646653
184_96,s11.113389,s6.043135,s221.439764
184_97,s11.865658,s6.355616,s32.390982
184_98,s13.074294,s4.88932,s316.446117
184_99,s10.324625,s8.787992,s37.613642
184_100,s11.846386,s6.994638,s352.053483
184_101,s11.185159,s6.581139,s-301.994739
184_102,s14.171442,s6.436386,s150.388398
184_103,s13.989449,s5.50684,s-99.238188
184_104,s14.387741,s8.691508,s-294.915881
184_105,s13.502655,s7.105668,s64.428047
184_106,s16.110812,s8.91672,s66.861008
184_107,s14.683627,s7.124538,s-6.902483
184_108,s13.755298,s4.052062,s185.923967
184_109,s15.854068,s6.545037,s130.543397
184_110,s16.015832,s5.42043,s200.985403
184_111,s15.883378,s5.800743,s87.040901
184_112,s3.838188,s5.453611,s29.894402
184_113,s3.95252,s5.116135,s142.061386
184_114,s4.145023,s6.05448,s319.744642
184_115,s4.699348,s6.774836,s294.071775
184_116,s4.783734,s6.183665,s-73.947295
184_117,s3.703541,s11.484033,s285.378913
184_118,s6.405986,s9.344124,s-119.615814
184_119,s6.352221,s6.33931,s135.057156
184_120,s7.425755,s8.309738,s-95.416473
184_121,s8.019812,s4.992669,s316.736816
184_122,s8.916903,s7.262979,s-147.388579
184_123,s8.973061,s4.815627,s20.291467
184_124,s10.128467,s4.639039,s43.408697
184_125,s9.378568,s9.019965,s-25.274693
184_126,s8.488296,s9.143032,s-512.248806
184_127,s10.925794,s7.587436,s273.077301
184_128,s11.846865,s5.84271,s-178.970721
184_129,s12.40232,s8.665274,s207.568865
184_130,s8.789373,s10.664055,s44.277529
184_131,s15.052731,s7.852946,s325.371364
184_132,s14.897843,s9.26891,s-146.609774
184_133,s13.911555,s7.259395,s-120.608688
184_134,s14.250294,s11.500675,s492.184615
184_135,s14.699014,s6.200521,s-74.615342
184_136,s15.311284,s6.791174,s97.164715
184_137,s14.623833,s11.71104,s-125.630528
184_138,s16.095915,s7.271478,s95.016668
184_139,s14.110476,s13.00084,s379.632028
184_140,s3.628607,s7.745536,s286.895895
184_141,s5.087343,s8.562904,s64.828575
184_142,s4.570195,s9.446824,s238.304109
184_143,s3.990788,s9.35367,s35.796398
184_144,s3.911607,s7.152755,s317.333852
184_145,s4.832758,s10.709868,s-296.534815
184_146,s6.03701,s7.383813,s351.182915
184_147,s8.001747,s8.97023,s28.34929
184_148,s7.305183,s9.927317,s263.867595
184_149,s10.248301,s6.633017,s39.77189
184_150,s9.63114,s5.660775,s-134.857824
184_151,s9.780184,s8.37783,s82.627302
184_152,s9.143121,s9.911965,s687.212877
184_153,s11.214844,s10.152113,s79.819653
184_154,s12.497689,s7.645454,s267.849563
184_155,s13.75266,s10.018147,s2.434533
184_156,s13.397056,s9.348979,s280.565407
184_157,s12.406022,s9.417118,s-38.30559
184_158,s11.565247,s8.710081,s210.17038
184_159,s15.047291,s13.77554,s263.363497
184_160,s14.548973,s8.096393,s67.984452
184_161,s14.258464,s10.103886,s228.724592
184_162,s15.876691,s8.249692,s529.697934
184_163,s15.98552,s9.592485,s-343.858975
184_164,s14.08112,s10.641821,s-39.863544
184_165,s11.819373,s10.016679,s-214.914438
184_166,s15.282797,s12.634491,s-308.511915
184_167,s14.747081,s10.703984,s-144.48324
184_168,s3.772909,s6.509022,s22.00245
184_169,s5.09499,s9.79679,s-63.046648
184_170,s4.101823,s10.589813,s164.798342
184_171,s3.740864,s8.28142,s377.465369
184_172,s4.539686,s12.509971,s183.469167
184_173,s4.743857,s7.36456,s376.124425
184_174,s7.688045,s10.786823,s90.582955
184_175,s8.224372,s13.827163,s285.806385
184_176,s4.297336,s8.202304,s11.817791
184_177,s5.808201,s8.686782,s407.521735
184_178,s5.368915,s12.133935,s187.429036
184_179,s6.106187,s10.566985,s-108.60728
184_180,s7.175595,s12.80104,s31.507879
184_181,s11.107248,s8.95229,s153.046868
184_182,s11.972301,s10.606353,s37.288084
184_183,s13.140027,s7.942312,s317.06965
183_0,s9.168807,s4.184626,s-58.086703
183_1,s3.491909,s3.959229,s324.424523
183_2,s11.783748,s5.068916,s208.677326
183_3,s1.08091,s3.500558,s310.388178
183_4,s1.13787,s11.029505,s10.993145
183_5,s5.593824,s10.928331,s-67.679745
183_6,s11.562887,s11.076984,s80.665481
183_7,s5.270545,s1.863417,s94.189349
183_8,s6.974046,s6.391711,s-52.44965
183_9,s9.058496,s4.770309,s110.63255
183_10,s8.081573,s11.178142,s44.506083
183_11,s3.942944,s1.596246,s227.40068
183_12,s1.709805,s4.448266,s249.209284
183_13,s4.927791,s5.383464,s151.32056
183_14,s5.682664,s8.230557,s185.275354
183_15,s4.011419,s7.754337,s-30.667666
183_16,s10.270447,s8.249254,s65.195486
183_17,s4.432911,s9.080286,s-100.444421
183_18,s8.350022,s8.198391,s67.713396
183_19,s5.868877,s1.287145,s108.102232
183_20,s7.265704,s11.497607,s-200.775654
183_21,s5.866444,s10.380789,s145.024776
183_22,s4.237645,s9.737557,s-92.401053
183_23,s9.941915,s7.583639,s229.505934
183_24,s3.62154,s4.83543,s268.38693
183_25,s6.185143,s10.712617,s-107.097911
183_26,s0.956884,s7.416093,s284.941562
183_27,s3.731014,s6.261372,s131.271888
183_28,s1.823338,s2.144557,s170.5357
183_29,s11.569427,s4.560118,s125.14067
183_30,s8.725843,s1.865315,s167.160845
183_31,s2.83507,s10.529862,s132.412847
183_32,s3.032041,s5.003145,s-33.564002
183_33,s1.560915,s6.117415,s-121.973169
183_34,s4.574011,s12.045238,s-64.200555
183_35,s3.172841,s6.658423,s26.134443
183_36,s10.556331,s11.432119,s-92.069315
183_37,s2.344438,s1.276487,s253.45487
183_38,s2.79186,s7.909307,s92.137633
183_39,s1.158918,s4.913443,s-7.410613
183_40,s6.555362,s1.2616,s250.279115
183_41,s3.77055,s10.305255,s197.500683
183_42,s2.65507,s4.383128,s268.614874
183_43,s4.284654,s5.616291,s122.474635
183_44,s9.221454,s5.90775,s201.180421
183_45,s4.030458,s2.11617,s-91.675153
183_46,s1.073988,s12.298962,s155.510169
183_47,s6.215531,s5.039739,s-2.795836
183_48,s4.852372,s2.372738,s279.580271
183_49,s8.875423,s10.972439,s100.958655
183_50,s10.761503,s4.601322,s131.987509
183_51,s8.796147,s2.373497,s236.845783
183_52,s1.404022,s11.889906,s190.236935
183_53,s3.890177,s9.351331,s102.20482
183_54,s5.561391,s5.091193,s14.815977
183_55,s10.33321,s10.000357,s230.356717
183_56,s9.892492,s2.80491,s-88.946582
183_57,s3.881226,s8.487111,s31.727787
183_58,s5.764792,s3.757717,s-81.443444
183_59,s11.931658,s11.796843,s42.023073
183_60,s9.13325,s8.122847,s182.667403
183_61,s1.680625,s12.123596,s-62.062848
183_62,s7.110031,s4.393056,s21.242028
183_63,s11.882492,s10.617471,s-9.674209
183_64,s6.221875,s6.93071,s66.531855
183_65,s4.221328,s4.254227,s194.465846
183_66,s2.233741,s2.957094,s-14.282813
183_67,s6.000763,s11.994851,s200.227565
183_68,s7.337387,s8.636203,s193.636374
183_69,s3.474516,s3.426033,s-75.287674
183_70,s1.922272,s3.738016,s-59.910857
183_71,s2.245745,s7.322637,s-139.665768
183_72,s6.758498,s7.87382,s56.254106
183_73,s10.365524,s10.982991,s96.284627
183_74,s10.370608,s6.474799,s-93.159052
183_75,s9.108169,s1.336665,s247.779078
183_76,s6.109376,s9.595763,s89.012522
183_77,s11.365832,s7.474735,s7.676265
183_78,s2.880106,s3.19578,s29.20469
183_79,s9.948487,s1.625098,s-84.023019
183_80,s11.778325,s3.80393,s193.342272
183_81,s1.59944,s10.925485,s170.836426
183_82,s8.262264,s6.533209,s40.893739
183_83,s3.381845,s2.835899,s-105.61771
183_84,s8.182838,s1.466846,s64.907185
183_85,s10.742745,s8.843295,s-151.048762
183_86,s1.086977,s10.084327,s12.606191
183_87,s1.183628,s8.033223,s-48.100952
183_88,s8.854227,s12.086645,s224.940101
183_89,s4.175385,s11.671036,s-5.624938
183_90,s6.782586,s9.306921,s187.95637
183_91,s2.086151,s8.692357,s47.718044
183_92,s10.539832,s5.713731,s431.706468
183_93,s3.08266,s2.499419,s78.364934
183_94,s2.300125,s9.665719,s-44.227165
183_95,s2.627431,s8.63357,s125.699265
183_96,s10.966107,s1.564568,s220.157901
183_97,s2.607462,s6.036731,s204.667622
183_98,s5.405414,s11.993203,s-49.927629
183_99,s4.822772,s7.592467,s132.625076
183_100,s4.640463,s2.644525,s25.971607
183_101,s1.708656,s5.511562,s204.99527
183_102,s10.530177,s2.349899,s287.472964
183_103,s8.126354,s7.291943,s23.468437
183_104,s3.513282,s11.598001,s245.144798
183_105,s9.066576,s8.750565,s52.591596
183_106,s11.342876,s1.964591,s261.868115
183_107,s7.470458,s3.217535,s214.899961
183_108,s12.000851,s9.528687,s410.193982
183_109,s10.153704,s3.260083,s0.341156
183_110,s1.805309,s9.941427,s-4.301483
183_111,s5.097588,s9.925396,s-33.665513
183_112,s2.286607,s5.394821,s224.433811
183_113,s8.043793,s4.969427,s66.990919
183_114,s7.844339,s2.273547,s398.112013
183_115,s9.59449,s6.462095,s240.548775
183_116,s1.460837,s9.58712,s254.478762
183_117,s3.21717,s8.657975,s211.159285
183_118,s1.837479,s1.125111,s-23.054626
183_119,s8.555118,s5.120967,s7.264627
183_120,s5.868573,s2.369021,s307.660274
183_121,s9.093135,s3.33392,s-47.357709
183_122,s5.944368,s6.346134,s162.554733
183_123,s3.391278,s12.178496,s-76.119329
183_124,s1.218636,s1.181161,s-14.162919
183_125,s7.582463,s6.169027,s-114.111484
183_126,s1.11912,s2.213071,s166.257283
183_127,s6.507653,s2.003292,s-99.680184
183_128,s4.645536,s10.361666,s60.42487
183_129,s4.747465,s1.340008,s272.618921
183_130,s1.189566,s6.453603,s33.711855
183_131,s9.549451,s10.359544,s236.777036
183_132,s9.981356,s11.821929,s-31.761571
183_133,s9.321596,s2.592627,s41.4422
183_134,s2.77322,s9.244171,s109.02751
183_135,s6.111048,s3.079014,s-38.36611
183_136,s3.345349,s1.988783,s130.172189
183_137,s2.548319,s11.634597,s17.061288
183_138,s4.378533,s6.455352,s-169.700077
183_139,s8.866845,s9.720868,s105.843141
183_140,s6.231476,s8.77583,s-133.956342
183_141,s6.617643,s11.967367,s178.71952
183_142,s1.406728,s7.019623,s-50.396297
183_143,s3.058781,s7.440195,s273.009183
183_144,s2.167473,s10.77265,s293.58231
183_145,s4.760447,s11.017032,s103.211794
183_146,s6.881601,s2.661279,s1.300478
183_147,s1.121548,s4.075178,s341.698876
183_148,s1.919637,s11.501315,s235.858564
183_149,s3.030583,s10.004763,s242.641295
183_150,s7.754148,s3.908491,s238.072036
183_151,s1.030395,s2.718044,s-41.953403
183_152,s6.362477,s4.270507,s43.347814
183_153,s3.46987,s1.332292,s81.98955
183_154,s6.891462,s9.860809,s76.779788
183_155,s4.855949,s4.129674,s217.668169
183_156,s7.309888,s5.725772,s78.251059
183_157,s5.068665,s4.67165,s-114.654585
183_158,s8.461821,s11.985453,s102.594062
183_159,s5.289603,s8.658933,s325.215224
183_160,s2.545622,s2.226669,s161.146222
183_161,s8.362562,s10.27391,s261.898554
183_162,s1.194672,s8.730135,s12.100392
183_163,s5.075382,s6.198604,s-45.037163
183_164,s2.863414,s12.244413,s210.757044
183_165,s1.106142,s6.082785,s153.028577
183_166,s7.317621,s12.039094,s-68.770258
183_167,s11.498056,s9.251335,s52.432459
183_168,s2.369607,s6.427122,s69.726998
183_169,s9.971339,s8.838537,s301.425538
183_170,s1.674187,s2.806406,s241.850166
183_171,s3.504,s11.121034,s149.690727
183_172,s4.819347,s3.406057,s-155.195308
183_173,s7.387707,s7.66232,s-177.961525
183_174,s11.602639,s6.102244,s11.858641
183_175,s7.470147,s9.204854,s-19.63825
183_176,s9.429275,s9.442888,s200.299762
183_177,s3.8726,s6.886197,s258.105786
183_178,s6.664396,s6.960231,s334.301755
183_179,s6.060192,s1.951357,s116.927991
183_180,s7.692546,s10.419262,s67.398264
183_181,s6.946007,s4.028509,s197.36302
183_182,s5.202308,s11.617347,s174.895793
184_0,s10.612794,s12.049829,s65.705078
184_1,s10.028816,s9.578497,s89.711367
184_2,s4.722813,s7.574552,s-108.433096
184_3,s2.519771,s6.356823,s65.013626
184_4,s8.600076,s9.106032,s185.115514
184_5,s4.804827,s1.090749,s238.114109
184_6,s3.432993,s1.991193,s117.625411
184_7,s9.037784,s4.697749,s115.160194
184_8,s9.094371,s11.38423,s-86.776625
184_9,s9.653234,s4.725279,s251.806453
184_10,s2.149745,s10.351387,s125.643207
184_11,s0.913628,s1.800289,s207.116497
184_12,s4.494948,s10.095511,s164.778692
184_13,s9.994869,s0.976466,s264.93608
184_14,s5.436213,s4.820194,s142.089472
184_15,s3.674085,s6.479704,s147.056924
184_16,s3.977751,s2.551841,s288.794139
184_17,s4.375764,s11.044585,s160.788081
184_18,s3.414538,s5.600343,s72.784056
184_19,s7.913364,s6.433569,s57.158417
184_20,s3.494957,s4.575556,s20.370064
